,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
2178,GoVap,MN,10.100.78.15,10.100.78.15,FOC1820S3CN,None,None,None,None,2022-10-31,2026-10-31,None,admin
2179,GoVap,MN,10.100.78.13,10.100.78.13,FOC1820S3CO,None,None,None,None,2022-10-31,2026-10-31,None,admin
2180,GoVap,MN,10.100.78.14,10.100.78.14,FOC1820S3CG,None,None,None,None,2022-10-31,2026-10-31,None,admin
2181,GoVap,MN,10.100.78.4,10.100.78.4,FCW2216A493,None,None,None,None,2022-10-31,2026-10-31,None,admin
2182,GoVap,MN,10.100.78.7,10.100.78.7,FCW2216A42K,None,None,None,None,2022-10-31,2026-10-31,None,admin
2183,GoVap,MN,10.100.78.12,10.100.78.12,FOC1820S3CK,None,None,None,None,2022-10-31,2026-10-31,None,admin
2184,BinhPhuoc,MN,10.108.80.1,10.108.80.1,FDO2222A0YF,None,None,None,None,2025-08-31,2028-11-30,2020-08-31,admin
2185,BinhPhuoc,MN,10.108.80.9,10.108.80.9,JAE26431CXQ,2023-05-01,2024-05-01,None,None,None,None,None,admin
2186,BinhPhuoc,MN,10.108.80.2,10.108.80.2,FCQ1747Y1NV,None,None,None,None,2015-10-31,2019-10-31,None,admin
2187,BinhPhuoc,MN,10.108.80.3,10.108.80.3,FCQ1747Y1EZ,None,None,None,None,2015-10-31,2019-10-31,None,admin
2188,BinhPhuoc,MN,10.108.80.7,10.108.80.7,JAE2505068R,None,None,None,None,None,None,None,admin
2189,BinhPhuoc,MN,10.108.80.8,10.108.80.8,FCQ1616X288,None,None,None,None,2015-10-31,2019-10-31,None,admin
2190,VinhLong,MN,10.104.89.1,10.104.89.1,FHK12052AC4,None,None,None,None,2014-10-31,2016-10-31,2008-09-17,admin
2191,VinhLong,MN,10.104.89.3,10.104.89.3,JAE26431D8K,2023-05-01,2024-05-01,None,None,None,None,None,admin
2192,VinhLong,MN,10.104.89.2,10.104.89.2,FOC1945W29Z,None,None,None,None,2022-10-31,2026-10-31,None,admin
2193,VinhLong,MN,10.104.89.4,10.104.89.4,FCQ1648X2LS,None,None,None,None,2015-10-31,2019-10-31,None,admin
2194,VinhLong,MN,10.104.89.8,10.104.89.8,FOC2709057K,2023-07-06,2024-06-06,None,None,None,None,2023-09-23,admin
2195,VanThanh,MN,10.100.79.1,10.100.79.1,FGL2711L8S4,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2196,VanThanh,MN,10.100.79.3,10.100.79.3,FOC270905GT,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2197,VanThanh,MN,10.100.79.2,10.100.79.2,FOC270905BN,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2198,VanThanh,MN,10.100.79.11,10.100.79.11,FOC27090500,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2199,VanThanh,MN,10.100.79.9,10.100.79.9,FOC2709051P,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2200,VanThanh,MN,10.100.79.8,10.100.79.8,FOC270905FJ,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2201,VanThanh,MN,10.100.79.5,10.100.79.5,FOC270905AD,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2202,VanThanh,MN,10.100.79.13,10.100.79.13,FOC270904YM,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2203,VanThanh,MN,10.100.79.14,10.100.79.14,FOC2709057P,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2204,VanThanh,MN,10.100.79.17,10.100.79.17,FOC270905A7,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2205,VanThanh,MN,10.100.79.18,10.100.79.18,FOC2709056G,2023-07-07,2024-06-07,None,None,None,None,2023-08-05,admin
2206,TrungChanh,MN,10.100.94.1,10.100.94.1,FDO2222A0YT,None,None,None,None,2025-08-31,2028-11-30,None,admin
2207,TrungChanh,MN,10.100.94.2,10.100.94.2,FCW1904A54A,None,None,None,None,2022-10-31,2026-10-31,None,admin
2208,TranNao,MN,10.100.76.1,10.100.76.1,FOC1508V1AT,None,None,None,None,None,None,None,admin
2209,TranNao,MN,10.100.76.45,10.100.76.45,FCQ1745Y23D,None,None,None,None,2015-10-31,2019-10-31,None,admin
2210,TranNao,MN,10.100.76.2,10.100.76.2,FOC2239T4TL,None,None,None,None,2023-10-31,2027-10-31,None,admin
2211,TranNao,MN,10.100.76.44,10.100.76.44,FCQ1745X2ME,None,None,None,None,2015-10-31,2019-10-31,None,admin
2212,TienGiang,MN,10.108.72.1,10.108.72.1,FGL1949246T,None,None,None,None,2019-09-29,2023-09-30,2016-06-25,admin
2213,TienGiang,MN,10.108.72.2,10.108.72.2,JAE26431B4H,2023-05-01,2024-05-01,None,None,None,None,None,admin
2214,TienGiang,MN,10.108.72.3,10.108.72.3,FCW2013A2A8,None,None,None,None,2022-10-31,2026-10-31,None,admin
2215,TienGiang,MN,10.108.72.4,10.108.72.4,FCQ1648X2Q2,None,None,None,None,2015-10-31,2019-10-31,None,admin
2216,BinhDang,MN,10.100.71.1,10.100.71.1,FGL1605242G,None,None,None,None,2019-09-29,2023-09-30,2014-06-10,admin
2217,ToHienThanh,MN,10.100.71.4,10.100.71.4,JAE26431CU7,2023-05-01,2024-05-01,None,None,None,None,None,admin
2218,ToHienThanh,MN,10.100.71.2,10.100.71.2,FOC2137Y3BX,None,None,None,None,2022-10-31,2026-10-31,None,admin
2219,LeVanViet,MN,10.100.74.1,10.100.74.1,FGL2711L8SF,2023-08-21,2024-08-20,None,None,None,None,2023-08-05,admin
2220,LeVanViet,MN,10.100.74.2,10.100.74.2,FCW2127A2H2,None,None,None,None,2023-10-31,2027-10-31,None,admin
2221,LeVanViet,MN,10.100.74.3,10.100.74.3,FCQ1636Y06U,None,None,None,None,2015-10-31,2019-10-31,None,admin
2222,BinhPhu,MN,10.100.67.1,10.100.67.1,FHK143672UM,None,None,None,None,2014-10-31,2016-10-31,None,admin
2223,BinhPhu,MN,10.100.67.2,10.100.67.2,FCQ1648X2KT,None,None,None,None,2015-10-31,2019-10-31,None,admin
2224,BinhPhu,MN,10.100.67.3,10.100.67.3,FOC1937Z2R5,None,None,None,None,2022-10-31,2026-10-31,None,admin
2225,NhaBe,MN,10.100.72.1,10.100.72.1,FDO2222A0Z2,None,None,None,None,2025-08-31,2028-11-30,2019-05-20,admin
2226,NhaBe,MN,10.100.72.2,10.100.72.2,FOC2239T4K5,None,None,None,None,2023-10-31,2027-10-31,None,admin
2227,NhaBe,MN,10.100.72.3,10.100.72.3,FOC2239T4US,None,None,None,None,2023-10-31,2027-10-31,None,admin
2228,PhuXuan,MN,10.100.73.1,10.100.73.1,FGL162021ZZ,None,None,None,None,2019-09-29,2023-09-30,None,admin
2229,PhuXuan,MN,10.100.73.3,10.100.73.3,FCQ1605Y5FE,None,None,None,None,2015-10-31,2019-10-31,None,admin
2230,PhuXuan,MN,10.100.73.2,10.100.73.2,FCW2216A4C5,None,None,None,None,2022-10-31,2026-10-31,None,admin
2231,ThuDuc,MN,10.100.28.1,10.100.28.1,FHK1108F31J,None,None,None,None,2014-10-31,2016-10-31,None,admin
2232,ThuDuc,MN,10.100.28.2,10.100.28.2,JAE26431CLW,2023-05-01,2024-05-01,None,None,None,None,None,admin
2233,ThuDuc,MN,10.100.28.3,10.100.28.3,FCQ1616Y7V8,None,None,None,None,2015-10-31,2019-10-31,None,admin
2234,ThuDuc,MN,10.100.28.4,10.100.28.4,FOC1937Z2R2,None,None,None,None,2022-10-31,2026-10-31,None,admin
2235,ThuDuc,MN,10.100.28.5,10.100.28.5,FOC1937Z2HA,None,None,None,None,2022-10-31,2026-10-31,None,admin
2236,ThuDuc,MN,10.100.28.6,10.100.28.6,FOC1930Z3BG,None,None,None,None,2022-10-31,2026-10-31,None,admin
2237,GiaDinh,MN,10.100.69.1,10.100.69.1,FGL1915103H,None,None,None,None,2020-09-12,2022-12-31,2020-07-01,admin
2238,GiaDinh,MN,10.100.10.2,10.100.10.2,FDO1818Q025,None,None,None,None,2015-10-31,2019-10-31,None,admin
2239,GiaDinh,MN,10.100.10.11,10.100.10.11,FOC2031Z1LT,None,None,None,None,2022-10-31,2026-10-31,None,admin
2240,GiaDinh,MN,10.100.10.12,10.100.10.12,FCW2124A5UX,None,None,None,None,2022-10-31,2026-10-31,None,admin
2241,GiaDinh,MN,10.100.10.14,10.100.10.14,FCQ1616Y7V0,None,None,None,None,2015-10-31,2019-10-31,None,admin
2242,GiaDinh,MN,10.100.10.15,10.100.10.15,FCQ1616X27K,None,None,None,None,2015-10-31,2019-10-31,None,admin
2243,GiaDinh,MN,10.100.10.16,10.100.10.16,FOC2004Y0PR,None,None,None,None,2022-10-31,2026-10-31,None,admin
2244,GiaDinh,MN,10.100.10.17,10.100.10.17,FOC2004Y0QJ,None,None,None,None,2022-10-31,2026-10-31,None,admin
2245,GiaDinh,MN,10.100.69.11,10.100.69.11,FCQ1644X4XG,None,None,None,None,2015-10-31,2019-10-31,None,admin
2246,GiaDinh,MN,10.100.69.22,10.100.69.22,NA8,None,None,None,None,2017-03-31,2017-03-31,None,admin
2247,GiaDinh,MN,10.100.69.3,10.100.69.3,FOC1048X0NS,None,None,None,None,2015-07-31,2017-07-31,None,admin
2248,GiaDinh,MN,10.100.80.2,10.100.80.2,FCQ1641Y56S,None,None,None,None,2015-10-31,2019-10-31,None,admin
2249,GiaDinh,MN,10.100.69.13,10.100.69.13,FOC1949Z42F,None,None,None,None,2022-10-31,2026-10-31,None,admin
2250,GiaDinh,MN,10.100.80.3,10.100.80.3,FCQ1647X5N1,None,None,None,None,2015-10-31,2019-10-31,None,admin
2251,GiaDinh,MN,10.100.69.19,10.100.69.19,NA9,None,None,None,None,2017-03-31,2017-03-31,None,admin
2252,GiaDinh,MN,10.100.69.18,10.100.69.18,NA10,None,None,None,None,2017-03-31,2017-03-31,None,admin
2253,GiaDinh,MN,10.100.69.5,10.100.69.5,FCQ1644X4W8,None,None,None,None,2015-10-31,2019-10-31,None,admin
2254,GiaDinh,MN,10.100.69.14,10.100.69.14,FOC1920Y4MZ,None,None,None,None,2022-10-31,2026-10-31,None,admin
2255,GiaDinh,MN,10.100.69.8,10.100.69.8,FCQ1616Y75T,None,None,None,None,2015-10-31,2019-10-31,None,admin
2256,GiaDinh,MN,10.100.69.12,10.100.69.12,FOC2119Z1PB,None,None,None,None,2022-10-31,2026-10-31,None,admin
2257,GiaDinh,MN,10.100.69.9,10.100.69.9,FCW2326A44J,None,None,None,None,2022-10-31,2026-10-31,None,admin
2258,ThongNhat,MN,10.100.57.1,10.100.57.1,FGL1605242P,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2259,ThongNhat,MN,10.100.57.2,10.100.57.2,JAE26431CTT,2023-05-01,2024-05-01,None,None,None,None,None,admin
2260,ThongNhat,MN,10.100.57.3,10.100.57.3,FOC2041Y0CU,None,None,None,None,2022-10-31,2026-10-31,None,admin
2261,ThongNhat,MN,10.100.57.5,10.100.57.5,FOC2041Y0F1,None,None,None,None,2022-10-31,2026-10-31,None,admin
2262,AnSuong,MN,10.100.59.1,10.100.59.1,FGL213092EE,None,None,None,None,2025-08-31,2028-11-30,None,admin
2263,AnSuong,MN,10.100.59.2,10.100.59.2,FCQ1647Y0UL,None,None,None,None,2015-10-31,2019-10-31,None,admin
2264,AnSuong,MN,10.100.59.3,10.100.59.3,FOC1937Z2TC,None,None,None,None,2022-10-31,2026-10-31,None,admin
2265,MN,MN,10.100.68.1,10.100.68.1,FDO2222A0XH,None,None,None,None,2025-08-31,2028-11-30,2018-11-29,admin
2266,MN,MN,10.100.68.2,10.100.68.2,FOC1344V440,None,None,None,None,2015-10-31,2019-10-31,None,admin
2267,MN,MN,10.100.68.61,10.100.68.61,FCW1910A1M7,None,None,None,None,2022-10-31,2026-10-31,None,admin
2268,MN,MN,10.100.37.1,10.100.37.1,FHK1108F31T,None,None,None,None,2014-10-31,2016-10-31,2020-08-31,admin
2269,MN,MN,10.100.37.2,10.100.37.2,FCQ1649Z1AE,None,None,None,None,2015-10-31,2019-10-31,None,admin
2270,MN,MN,10.100.37.11,10.100.37.11,FOC1048ZD91,None,None,None,None,2015-10-31,2019-10-31,None,admin
2271,KhanhHoi,MN,10.100.30.1,10.100.30.1,FGL171321NN,None,None,None,None,2019-09-29,2023-09-30,2013-12-28,admin
2272,KhanhHoi,MN,10.100.30.2,10.100.30.2,FCQ1647X5MV,None,None,None,None,2015-10-31,2019-10-31,None,admin
2273,KhanhHoi,MN,10.100.30.3,10.100.30.3,FOC2105Y06M,None,None,None,None,2022-10-31,2026-10-31,None,admin
2274,KhanhHoi,MN,10.100.30.4,10.100.30.4,FOC2105Y075,None,None,None,None,2022-10-31,2026-10-31,None,admin
2275,HangXanh,MN,10.100.53.1,10.100.53.1,FGL153324A1,None,None,None,None,2019-09-29,2023-09-30,2011-12-13,admin
2276,HangXanh,MN,10.100.53.11,10.100.53.11,FOC1820S3CM,None,None,None,None,2022-10-31,2026-10-31,None,admin
2277,HangXanh,MN,10.100.53.3,10.100.53.3,FOC1820S3CS,None,None,None,None,2022-10-31,2026-10-31,None,admin
2278,ChanhHung,MN,10.100.65.1,10.100.65.1,FDO2146A2NS,None,None,None,None,2025-08-31,2028-11-30,2017-12-04,admin
2279,ChanhHung,MN,10.100.65.2,10.100.65.2,JAE26431BC5,2023-05-01,2024-05-01,None,None,None,None,None,admin
2280,ChanhHung,MN,10.100.65.3,10.100.65.3,FCW2145A1HW,None,None,None,None,2023-10-31,2027-10-31,None,admin
2281,PhuNhuan,MN,10.100.45.1,10.100.45.1,FTX1131Z2HU,None,None,None,None,2014-10-31,2016-10-31,2013-11-30,admin
2282,PhanHuyIch,MN,10.100.45.5,10.100.45.5,JAE26171YGJ,None,None,None,None,None,None,None,admin
2283,PhanHuyIch,MN,10.100.45.3,10.100.45.3,FOC1150W1FH,None,None,None,None,2015-10-31,2019-10-31,None,admin
2284,PhanHuyIch,MN,10.100.45.6,10.100.45.6,JAE26171XJD,None,None,None,None,None,None,None,admin
2285,LeVanSy,MN,10.100.50.1,10.100.50.1,FHK1121116Y,None,None,None,None,2014-10-31,2016-10-31,None,admin
2286,LeVanSy,MN,10.100.50.2,10.100.50.2,JAE26431B2M,2023-05-01,2024-05-01,None,None,None,None,None,admin
2287,LeVanSy,MN,10.100.50.3,10.100.50.3,FOC2137Y34N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2288,ChoLon,MN,10.100.43.1,10.100.43.1,FHK1108F31M,None,None,None,None,2014-10-31,2016-10-31,2020-08-31,admin
2289,ChoLon,MN,10.100.43.5,10.100.43.5,FCQ1636Y07H,None,None,None,None,2015-10-31,2019-10-31,None,admin
2290,ChoLon,MN,10.100.43.4,10.100.43.4,FCW2051A39X,None,None,None,None,2022-10-31,2026-10-31,None,admin
2291,ChoLon,MN,10.100.43.3,10.100.43.3,FCW2121A783,None,None,None,None,2022-10-31,2026-10-31,None,admin
2292,ChoLon,MN,10.100.43.8,10.100.43.8,FOC270905HB,2023-07-17,2024-07-16,None,None,None,None,2023-09-30,admin
2293,HoangHoaTham,MN,10.100.41.1,10.100.41.1,FHK1426716P,None,None,None,None,2014-10-31,2016-10-31,None,admin
2294,HoangHoaTham,MN,10.100.41.2,10.100.41.2,JAE26431AZU,2023-05-01,2024-05-01,None,None,None,None,None,admin
2295,HoangHoaTham,MN,10.100.41.3,10.100.41.3,FOC1949Z428,None,None,None,None,2022-10-31,2026-10-31,None,admin
2296,HuynhTanPhat,MN,10.100.36.1,10.100.36.1,FGL171321NF,None,None,None,None,2019-09-29,2023-09-30,2013-12-28,admin
2297,HuynhTanPhat,MN,10.100.36.3,10.100.36.3,FCQ1616X3V9,None,None,None,None,2015-10-31,2019-10-31,None,admin
2298,HuynhTanPhat,MN,10.100.36.2,10.100.36.2,FOC1048X3B0,None,None,None,None,2014-12-17,2014-12-17,None,admin
2299,AnDuongVuong,MN,10.100.52.1,10.100.52.1,FGL151520S2,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2300,AnDuongVuong,MN,10.100.52.13,10.100.52.13,FCQ1623X1CX,None,None,None,None,2015-10-31,2019-10-31,None,admin
2301,AnDuongVuong,MN,10.100.52.2,10.100.52.2,FCQ1647Y3FP,None,None,None,None,2015-10-31,2019-10-31,None,admin
2302,AnDuongVuong,MN,10.100.52.8,10.100.52.8,FOC2119Z1MA,None,None,None,None,2022-10-31,2026-10-31,None,admin
2303,AnDuongVuong,MN,10.100.52.9,10.100.52.9,FCW2121B4AS,None,None,None,None,2022-10-31,2026-10-31,None,admin
2304,AnDuongVuong,MN,10.100.52.88,10.100.52.88,NA11,None,None,None,None,2022-10-31,2026-10-31,None,admin
2305,NguyenCongTru,MN,10.100.54.1,10.100.54.1,FGL152224CS,None,None,None,None,2019-09-29,2023-09-30,2013-06-10,admin
2306,NguyenCongTru,MN,10.100.54.2,10.100.54.2,JAE26431A3P,2023-05-01,2024-05-01,None,None,None,None,None,admin
2307,NguyenCongTru,MN,10.100.54.3,10.100.54.3,FCQ1544Y3D1,None,None,None,None,2015-10-31,2019-10-31,None,admin
2308,NguyenCongTru,MN,10.100.54.4,10.100.54.4,FOC1105Z6K1,None,None,None,None,2015-10-31,2019-10-31,2023-09-12,admin
2309,TanPhu,MN,10.100.29.1,10.100.29.1,FGL171321N4,None,None,None,None,2019-09-29,2023-09-30,None,admin
2310,TanPhu,MN,10.100.29.3,10.100.29.3,FCQ1745X7WH,None,None,None,None,2015-10-31,2019-10-31,None,admin
2311,TanPhu,MN,10.100.29.4,10.100.29.4,FCQ1745X2NW,None,None,None,None,2015-10-31,2019-10-31,None,admin
2312,TanPhu,MN,10.100.29.5,10.100.29.5,FCW2121A775,None,None,None,None,2022-10-31,2026-10-31,None,admin
2313,TanPhu,MN,10.100.29.2,10.100.29.2,FCQ1649Z15L,None,None,None,None,2015-10-31,2019-10-31,None,admin
2314,HoaHung,MN,10.100.35.1,10.100.35.1,FHK104813LJ,None,None,None,None,2014-10-31,2016-10-31,2006-12-24,admin
2315,HoaHung,MN,10.100.35.2,10.100.35.2,JAE264319ZH,2023-05-01,2024-05-01,None,None,None,None,None,admin
2316,HoaHung,MN,10.100.35.3,10.100.35.3,FCW2028A73V,None,None,None,None,2022-10-31,2026-10-31,None,admin
2317,CongHoa,MN,10.100.44.1,10.100.44.1,FHK11211175,None,None,None,None,2014-10-31,2016-10-31,None,admin
2318,CongHoa,MN,10.100.44.3,10.100.44.3,FCQ1544Y3DR,None,None,None,None,2015-10-31,2019-10-31,None,admin
2319,CongHoa,MN,10.100.44.14,10.100.44.14,FCW2013A25C,None,None,None,None,2022-10-31,2026-10-31,None,admin
2320,CongHoa,MN,10.100.44.13,10.100.44.13,FOC1820S3C9,None,None,None,None,2022-10-31,2026-10-31,None,admin
2321,CongHoa,MN,10.100.44.11,10.100.44.11,FOC2239T4D1,None,None,None,None,2023-10-31,2027-10-31,None,admin
2322,CongHoa,MN,10.100.44.12,10.100.44.12,FOC2239T4QE,None,None,None,None,2023-10-31,2027-10-31,None,admin
2323,CongHoa,MN,10.100.44.15,10.100.44.15,FCW1818A48L,None,None,None,None,2015-10-31,2019-10-31,None,admin
2324,CongHoa,MN,10.100.44.2,10.100.44.2,NA12,None,None,None,None,2014-12-17,2014-12-17,None,admin
2325,BaChieu,MN,10.100.49.1,10.100.49.1,FGL171220SZ,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2326,BaChieu,MN,10.100.49.2,10.100.49.2,JAE26431DD6,2023-05-01,2024-05-01,None,None,None,None,None,admin
2327,BaChieu,MN,10.100.49.3,10.100.49.3,FOC2008W1YP,None,None,None,None,2022-10-31,2026-10-31,None,admin
2328,BaChieu,MN,10.100.49.4,10.100.49.4,FCW2121A77K,None,None,None,None,2022-10-31,2026-10-31,None,admin
2329,BaChieu,MN,10.100.49.5,10.100.49.5,FCW1910A1KW,None,None,None,None,2022-10-31,2026-10-31,None,admin
2330,BauCat,MN,10.100.77.1,10.100.77.1,FGL171321NG,None,None,None,None,2019-09-29,2023-09-30,None,admin
2331,BauCat,MN,10.100.77.3,10.100.77.3,FOC1148Z2AC,None,None,None,None,2015-10-31,2019-10-31,None,admin
2332,BauCat,MN,10.100.77.2,10.100.77.2,FCQ1644X587,None,None,None,None,2015-10-31,2019-10-31,None,admin
2333,PhuLam,MN,10.100.51.1,10.100.51.1,FGL1605242Q,None,None,None,None,2019-09-29,2023-09-30,None,admin
2334,PhuLam,MN,10.100.51.3,10.100.51.3,FCQ1644Y2S5,None,None,None,None,2015-10-31,2019-10-31,None,admin
2335,PhuLam,MN,10.100.51.5,10.100.51.5,FOC1937Z2S2,None,None,None,None,2022-10-31,2026-10-31,None,admin
2336,PhuLam,MN,10.100.51.2,10.100.51.2,FOC1937Z2TD,None,None,None,None,2022-10-31,2026-10-31,None,admin
2337,PhuLam,MN,10.100.51.4,10.100.51.4,FOC1027Z05B,None,None,None,None,2015-10-31,2019-10-31,None,admin
2338,PhanVanHai,MN,10.100.42.1,10.100.42.1,FDO2126A2A7,None,None,None,None,2025-08-31,2028-11-30,2017-08-24,admin
2339,PhanVanHai,MN,10.100.42.2,10.100.42.2,FOC2123Z37U,None,None,None,None,2022-10-31,2026-10-31,None,admin
2340,PhanVanHai,MN,10.100.42.3,10.100.42.3,FOC2123Z37R,None,None,None,None,2022-10-31,2026-10-31,None,admin
2341,Quan10,MN,10.100.66.1,10.100.66.1,FHK142670G7,None,None,None,None,2014-10-31,2016-10-31,2010-12-28,admin
2342,Quan10,MN,10.100.66.4,10.100.66.4,FOC2021W8L5,None,None,None,None,2022-10-31,2026-10-31,None,admin
2343,Quan10,MN,10.100.66.2,10.100.66.2,FCQ1649Y3C6,None,None,None,None,2015-10-31,2019-10-31,None,admin
2344,Quan10,MN,10.100.66.3,10.100.66.3,FCQ1644Y3HD,None,None,None,None,2015-10-31,2019-10-31,None,admin
2345,Quan10,MN,10.100.66.5,10.100.66.5,FCQ1616Y776,None,None,None,None,2015-10-31,2019-10-31,None,admin
2346,TanBinh,MN,10.100.33.1,10.100.33.1,FGL171321NC,None,None,None,None,2019-09-29,2023-09-30,2020-08-31,admin
2347,TanBinh,MN,10.100.33.2,10.100.33.2,FOC1017ZDFS,None,None,None,None,2013-10-20,2013-10-20,None,admin
2348,NguyenThienThuat,MN,10.100.38.1,10.100.38.1,FHK1108F31Q,None,None,None,None,2014-10-31,2016-10-31,2012-01-30,admin
2349,NguyenThienThuat,MN,10.100.38.2,10.100.38.2,JAE26431CKW,2023-05-01,2024-05-01,None,None,None,None,None,admin
2350,NguyenThienThuat,MN,10.100.38.3,10.100.38.3,FCW2028A72D,None,None,None,None,2022-10-31,2026-10-31,None,admin
2351,NoTrangLong,MN,10.100.38.4,10.100.38.4,FCW2051A3EL,None,None,None,None,2022-10-31,2026-10-31,None,admin
2352,NoTrangLong,MN,10.100.62.1,10.100.62.1,FOC1506X11Q,None,None,None,None,None,None,None,admin
2353,NoTrangLong,MN,10.100.62.2,10.100.62.2,JAE26431CMM,2023-05-01,2024-05-01,None,None,None,None,None,admin
2354,NoTrangLong,MN,10.100.62.3,10.100.62.3,FCW2145A1KT,None,None,None,None,2023-10-31,2027-10-31,None,admin
2355,NoTrangLong,MN,10.100.62.8,10.100.62.8,FCW2028A78C,None,None,None,None,2022-10-31,2026-10-31,None,admin
2356,NoTrangLong,MN,10.100.62.11,10.100.62.11,FOC2205Y219,None,None,None,None,2022-10-31,2026-10-31,None,admin
2357,TanDinh,MN,10.100.26.1,10.100.26.1,FHK1108F31L,None,None,None,None,2014-10-31,2016-10-31,2007-10-03,admin
2358,TanDinh,MN,10.100.26.4,10.100.26.4,FOC2119Z1MP,None,None,None,None,2022-10-31,2026-10-31,None,admin
2359,TanDinh,MN,10.100.26.3,10.100.26.3,FCW2121B4TA,None,None,None,None,2022-10-31,2026-10-31,None,admin
2360,TanDinh,MN,10.100.26.2,10.100.26.2,FOC1107U33E,None,None,None,None,2014-12-17,2014-12-17,None,admin
2361,BinhThanh,MN,10.100.34.1,10.100.34.1,FHK104813LK,None,None,None,None,2014-10-31,2016-10-31,None,admin
2362,BinhThanh,MN,10.100.34.2,10.100.34.2,JAE26431BAL,2023-05-01,2024-05-01,None,None,None,None,None,admin
2363,BinhThanh,MN,10.100.34.3,10.100.34.3,FOC2119Z1RG,None,None,None,None,2022-10-31,2026-10-31,None,admin
2364,AnLac,MN,10.100.25.1,10.100.25.1,FOC1508V1AE,None,None,None,None,None,None,None,admin
2365,AnLac,MN,10.100.25.2,10.100.25.2,FCQ1644X28E,None,None,None,None,2015-10-31,2019-10-31,None,admin
2366,AnLac,MN,10.100.25.3,10.100.25.3,FCW2002A3H0,None,None,None,None,2022-10-31,2026-10-31,None,admin
2367,AnLac,MN,10.100.25.4,10.100.25.4,FCW2028A79P,None,None,None,None,2022-10-31,2026-10-31,None,admin
2368,AnGiang,MN,10.104.57.1,10.104.57.1,FDO2444M2RF,None,None,None,None,2025-08-31,2028-11-30,None,admin
2369,AnGiang,MN,10.104.57.3,10.104.57.3,JAE26431BHA,2023-05-01,2024-05-01,None,None,None,None,None,admin
2370,AnGiang,MN,10.104.57.6,10.104.57.6,FOC1949W543,None,None,None,None,2022-10-31,2026-10-31,None,admin
2371,AnGiang,MN,10.104.57.2,10.104.57.2,FCQ1648X2M2,None,None,None,None,2015-10-31,2019-10-31,None,admin
2372,AnGiang,MN,10.104.57.4,10.104.57.4,FCQ1623X255,None,None,None,None,2015-10-31,2019-10-31,None,admin
2373,AnGiang,MN,10.104.57.9,10.104.57.9,FCW1819A1RD,None,None,None,None,2015-10-31,2019-10-31,2023-12-25,admin
2374,AnGiang,MN,10.104.57.8,10.104.57.8,FCQ1616X27D,None,None,None,None,2015-10-31,2019-10-31,None,admin
2375,ChauDoc,MN,10.104.58.1,10.104.58.1,FGL1605242D,None,None,None,None,2019-09-29,2023-09-30,None,admin
2376,ChauDoc,MN,10.104.58.2,10.104.58.2,FCW2013A241,None,None,None,None,2022-10-31,2026-10-31,None,admin
2377,ChauDoc,MN,10.104.58.4,10.104.58.4,FCQ1616X28C,None,None,None,None,2015-10-31,2019-10-31,None,admin
2378,ChauDoc,MN,10.104.58.7,10.104.58.7,FOC1949W54N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2379,KienGiang,MN,10.104.25.1,10.104.25.1,FDO2335M2ER,None,None,None,None,2025-08-31,2028-11-30,2021-03-03,admin
2380,KienGiang,MN,10.104.25.2,10.104.25.2,JAE26431ABZ,2023-05-01,2024-05-01,None,None,None,None,None,admin
2381,KienGiang,MN,10.104.25.3,10.104.25.3,FCQ1649Y3TG,None,None,None,None,2015-10-31,2019-10-31,None,admin
2382,KienGiang,MN,10.104.25.4,10.104.25.4,FOC2105Y09W,None,None,None,None,2022-10-31,2026-10-31,None,admin
2383,KienGiang,MN,10.104.25.5,10.104.25.5,FOC1949Z42N,None,None,None,None,2022-10-31,2026-10-31,None,admin
2384,KienGiang,MN,10.104.25.7,10.104.25.7,FOC1949W54L,None,None,None,None,2022-10-31,2026-10-31,None,admin
2385,SaiGon,MN,10.100.95.2,10.100.95.2,FOC1829S4ZD,None,None,None,None,2023-10-31,2027-10-31,None,admin
2386,SaiGon,MN,10.100.95.26,10.100.95.26,FOC2129Y4F6,None,None,None,None,2022-10-31,2026-10-31,None,admin
