,device_branch,device_province,device_name,device_ip,device_rack_name,device_rack_unit,user_created
328,89LH,89LH,89LH-T18-R3-ACC-SW-02,10.39.190.207,,,admin
329,89LH,89LH,89LH-T18-R3-ACC-SW-02,10.39.191.205,,,admin
330,89LH,89LH,89LH-T18-R3-ACC-SW-02,10.39.191.206,,,admin
331,89LH,89LH,89LH-T18-R1-ACC-SW-06,10.39.190.210,,,admin
332,89LH,89LH,89LH-T18-R1-ACC-SW-05,10.39.190.209,,,admin
333,89LH,89LH,89LH-T18-R1-ACC-SW-04,10.39.190.208,,,admin
334,89LH,89LH,89LH-T18-R1-ACC-SW-07,10.39.190.211,,,admin
335,89LH,89LH,89LH-T18-R1-ACC-SW-14,10.39.190.197,,,admin
336,89LH,89LH,89LH-T19-R1-ACC-SW-POE-01,10.39.191.25,,,admin
337,89LH,89LH,89LH-T19-R1-ACC-SW-POE-02,10.39.191.26,,,admin
338,89LH,89LH,89LH-T19-R3-ACC-SW-02,10.39.190.221,,,admin
339,89LH,89LH,89LH-T19-R3-ACC-SW-09,10.39.190.187,,,admin
340,89LH,89LH,89LH-T19-R3-ACC-SW-11,10.39.191.81,,,admin
341,89LH,89LH,89LH-T19-R3-ACC-SW-12,10.39.191.82,,,admin
342,89LH,89LH,89LH-T19-R3-ACC-SW-13,10.39.191.83,,,admin
343,89LH,89LH,89LH-T19-R3-ACC-SW-03,10.39.190.222,,,admin
344,89LH,89LH,89LH-T19-R3-ACC-SW-14,10.39.191.84,,,admin
345,89LH,89LH,89LH-T19-R3-ACC-SW-15,10.39.191.85,,,admin
346,89LH,89LH,89LH-T19-ACC-SW-C247,10.39.191.78,,,admin
347,89LH,89LH,89LH-T19-R1-ACC-SW-04,10.39.190.223,,,admin
348,89LH,89LH,89LH-T19-R3-ACC-SW-01,10.39.190.220,,,admin
349,89LH,89LH,89LH-T19-R3-ACC-SW-16,10.39.191.86,,,admin
350,89LH,89LH,89LH-T19-R3-ACC-SW-17,10.39.191.87,,,admin
351,89LH,89LH,89LH-T19-R3-ACC-SW-18,10.39.191.88,,,admin
352,89LH,89LH,89LH-T19-R1-ACC-SW-07,10.39.190.226,,,admin
353,89LH,89LH,89LH-T19-R1-ACC-SW-06,10.39.190.225,,,admin
354,89LH,89LH,89LH-T19-R1-ACC-SW-08,10.39.190.199,,,admin
355,89LH,89LH,89LH-T19-R1-ACC-SW-05,10.39.190.224,,,admin
356,89LH,89LH,89LH-T19-ACC-SW-06-190-227,10.39.190.227,,,admin
357,89LH,89LH,89LH-T19-SW-ACC-09,10.39.190.252,,,admin
358,89LH,89LH,89LH-T19-SW-ACC-10,10.39.190.253,,,admin
359,89LH,89LH,89LH-T19-R3-ACC-SW-10,10.39.190.188,,,admin
360,89LH,89LH,89LH-T20-R1-ACC-SW-02,10.39.190.250,,,admin
361,89LH,89LH,89LH-T20-R1-ACC-SW-02-191-153,10.39.191.153,,,admin
362,89LH,89LH,89LH-T20-R1-ACC-SW-02-191-154,10.39.191.154,,,admin
363,89LH,89LH,89LH-T20-R1-ACC-SW-12,10.39.191.251,,,admin
364,89LH,89LH,89LH-T20-BenNgoai-190-114,10.39.190.114,,,admin
365,89LH,89LH,89LH-T20-R1-ACC-SW-01,10.39.190.237,,,admin
366,89LH,89LH,89LH-T20-R1-ACC-SW-03,10.39.190.236,,,admin
367,89LH,89LH,89LH-T20-R1-ACC-SW-04,10.39.190.238,,,admin
368,89LH,89LH,89LH-T20-R1-ACC-SW-05,10.39.190.240,,,admin
369,89LH,89LH,89LH-T20-R1-ACC-SW-06,10.39.190.241,,,admin
370,89LH,89LH,89LH-T20-R1-ACC-SW-07,10.39.190.242,,,admin
371,89LH,89LH,89LH-T20-R1-ACC-SW-08,10.39.190.243,,,admin
372,89LH,89LH,89LH-T20-R1-ACC-SW-09,10.39.190.244,,,admin
373,89LH,89LH,89LH-T20-R1-ACC-SW-10,10.39.190.245,,,admin
374,89LH,89LH,89LH-T20-ACC-SW-11-191-30,10.39.191.30,,,admin
375,89LH,89LH,89LH-T20-ACC-SW-12-191-31,10.39.191.31,,,admin
376,89LH,89LH,89LH-T20-SW-R2-ACC-191-28,10.39.191.28,,,admin
377,89LH,89LH,89LH-T20-SW-R2-ACC-191-29,10.39.191.29,,,admin
378,89LH,89LH,89LH-T20-ACC-SW-190-113,10.39.190.113,,,admin
379,89LH,89LH,89LH-T22-R2-SW-ACC-01,10.39.191.103,,,admin
380,89LH,89LH,89LH-T22-R2-SW-ACC-02,10.39.191.104,,,admin
381,89LH,89LH,89LH-T22-R2-SW-ACC-03,10.39.191.105,,,admin
382,89LH,89LH,89LH-T22-R2-SW-ACC-04,10.39.190.228,,,admin
383,89LH,89LH,89LH-T22-R2-SW-ACC-05,10.39.191.109,,,admin
384,89LH,89LH,89LH-T22-R2-SW-POE-01-AP,10.39.191.101,,,admin
385,89LH,89LH,89LH-T22-R2-SW-PoE-02-Camera,10.39.191.123,,,admin
386,89LH,89LH,89LH-T22-R1-SW-ACC-01,10.39.191.143,,,admin
387,89LH,89LH,89LH-T22-R1-SW-ACC-03,10.39.191.151,,,admin
388,89LH,89LH,89LH-T22-R1-SW-ACC-05,10.39.191.149,,,admin
389,89LH,89LH,89LH-T22-R1-SW-ACC-06,10.39.191.147,,,admin
390,89LH,89LH,89LH-T22-R1-SW-ACC-08,10.39.191.145,,,admin
391,89LH,89LH,89LH-T23-R3-ACC-SW-02,10.39.191.53,,,admin
392,89LH,89LH,89LH-T23-R3-ACC-SW-02,10.39.191.242,,,admin
393,89LH,89LH,89LH-T23-R3-ACC-SW-02,10.39.190.76,,,admin
394,89LH,89LH,89LH-T23-R3-ACC-SW-02,10.39.191.247,,,admin
395,89LH,89LH,89LH-T23-R1-ACC-SW-01,10.39.191.55,,,admin
396,89LH,89LH,89LH-T23-R1-ACC-SW-02,10.39.191.57,,,admin
397,89LH,89LH,89LH-T23-R1-ACC-SW-02,10.39.191.182,,,admin
398,89LH,89LH,89LH-T23-R1-ACC-SW-02,10.39.191.183,,,admin
399,89LH,89LH,89LH-T23-R1-ACC-SW-02,10.39.191.184,,,admin
400,89LH,89LH,89LH-T23-R1-ACC-SW-03,10.39.191.56,,,admin
401,89LH,89LH,89LH-T23-R1-ACC-SW-03,10.39.191.191,,,admin
402,89LH,89LH,89LH-T23-R1-ACC-SW-03,10.39.191.192,,,admin
403,89LH,89LH,89LH-T23-R1-ACC-SW-03,10.39.191.181,,,admin
404,89LH,89LH,89LH-T23-R1-ACC-SW-04,10.39.191.49,,,admin
405,89LH,89LH,89LH-T23-R1-ACC-SW-05,10.39.191.54,,,admin
406,89LH,89LH,89LH-T23-R3-ACC-SW-01,10.39.191.52,,,admin
407,89LH,89LH,89LH-T23-R3-ACC-SW-01,10.39.191.186,,,admin
408,89LH,89LH,89LH-T23-R3-ACC-SW-01,10.39.191.185,,,admin
409,89LH,89LH,89LH-T23-R3-ACC-SW-01,10.39.191.187,,,admin
410,89LH,89LH,89LH-T24-R3-ACC-SW-191-210,10.39.191.210,,,admin
411,89LH,89LH,89LH-T24-SW-ACC-16,10.39.191.158,,,admin
412,89LH,89LH,89LH-T24-R3-ACC-SW-09-191-74,10.39.191.74,,,admin
413,89LH,89LH,89LH-T24-R3-ACC-SW-09-191-122,10.39.191.122,,,admin
414,89LH,89LH,89LH-T24-R3-ACC-SW-08-191-73,10.39.191.73,,,admin
415,89LH,89LH,89LH-T24-R1-ACC-SW-191-120,10.39.191.120,,,admin
416,89LH,89LH,89LH-T24-R3-ACC-SW-08-191-121,10.39.191.121,,,admin
417,89LH,89LH,89LH-T24-R3-ACC-SW-07,10.39.191.72,,,admin
418,89LH,89LH,89LH-T24-R1-ACC-SW-04-191-71,10.39.191.71,,,admin
419,89LH,89LH,89LH-T24-R1-ACC-SW-04-190-143,10.39.190.143,,,admin
420,89LH,89LH,89LH-T24-R1-ACC-SW-04-190-144,10.39.190.144,,,admin
421,89LH,89LH,89LH-T24-R3-ACC-SW-04-191-70,10.39.191.70,,,admin
422,89LH,89LH,89LH-T24-R1-ACC-SW-03-191-96,10.39.191.96,,,admin
423,89LH,89LH,89LH-T24-R3-ACC-SW-10,10.39.191.75,,,admin
424,89LH,89LH,89LH-T24-R3-ACC-SW-10-190-186,10.39.190.186,,,admin
425,89LH,89LH,89LH-T24-R1-ACC-SW-02,10.39.191.69,,,admin
426,89LH,89LH,89LH-T24-R1-ACC-SW-02-190-66,10.39.190.66,,,admin
427,89LH,89LH,89LH-T24-R3-ACC-SW-11,10.39.191.76,,,admin
428,89LH,89LH,89LH-T24-R3-ACC-SW-11-190-174,10.39.190.174,,,admin
429,89LH,89LH,89LH-T24-R1-ACC-SW-01,10.39.191.68,,,admin
430,89LH,89LH,89LH-T24-R3-ACC-SW-12,10.39.191.77,,,admin
431,89LH,89LH,89LH-T24-R3-ACC-SW-12-190-173,10.39.190.173,,,admin
432,89LH,89LH,89LH-T26-R1-ACC-PTT-191-102,10.39.191.102,,,admin
433,89LH,89LH,89LH-T26-R1-ACC-SW-01,10.39.191.60,,,admin
434,89LH,89LH,89LH-T26-R3-ACC-SW-03,10.39.191.65,,,admin
435,89LH,89LH,89LH-T26-R3-ACC-SW-03-190-183,10.39.190.183,,,admin
436,89LH,89LH,89LH-T26-R3-ACC-SW-02,10.39.190.159,,,admin
437,89LH,89LH,89LH-T26-R3-ACC-SW-01,10.39.191.63,,,admin
438,89LH,89LH,89LH-T26-R1-ACC-SW-0-191-97,10.39.191.97,,,admin
439,89LH,89LH,89LH-T26-R1-ACC-SW-0-191-98,10.39.191.98,,,admin
440,89LH,89LH,89LH-T26-R3-ACC-SW-03-191-128,10.39.191.128,,,admin
441,89LH,89LH,89LH-T26-R1-ACC-SW-03,10.39.191.62,,,admin
442,89LH,89LH,89LH-T26-R1-ACC-SW-02,10.39.191.61,,,admin
443,89LH,89LH,89LH-T26-R3-ACC-SW-04-191-64,10.39.191.64,,,admin
444,89LH,89LH,89LH-T26-R3-ACC-SW-6-190-184,10.39.190.184,,,admin
445,89LH,89LH,89LH-T26-R1-ACC-SW-08,10.39.190.158,,,admin
446,89LH,89LH,89LH-T26-R1-ACC-SW-07,10.39.190.157,,,admin
447,89LH,89LH,89LH-T26-R3-ACC-SW-12-190-185,10.39.190.185,,,admin
448,89LH,89LH,89LH-T26-R2-SW-DIST-02,10.39.191.34,,,admin
449,89LH,89LH,89LH-T26-R3-ACC-SW-10-191-138,10.39.191.138,,,admin
450,89LH,89LH,89LH-T26-R1-ACC-SW-191-221,10.39.191.221,,,admin
451,89LH,89LH,89LH-T26-R1-ACC-PTT-191-130,10.39.191.130,,,admin
452,89LH,89LH,89LH-T27-R1-ACC-SW-01-190-69,10.39.190.69,,,admin
453,89LH,89LH,89LH-T27-R1-ACC-SW-01-191-79,10.39.191.79,,,admin
454,89LH,89LH,89LH-T27-R1-ACC-SW-01-191-80,10.39.191.80,,,admin
455,89LH,89LH,89LH-T27-R1-ACC-SW-01-191-43,10.39.191.43,,,admin
456,89LH,89LH,89LH-T27-R1-ACC-SW-05-191-47,10.39.191.47,,,admin
457,89LH,89LH,89LH-T27-R1-ACC-SW-05-190-82,10.39.190.82,,,admin
458,89LH,89LH,89LH-T27-R1-ACC-SW-04-191-46,10.39.191.46,,,admin
459,89LH,89LH,89LH-T27-R1-ACC-SW-04-190-68,10.39.190.68,,,admin
